ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Magna CDP,Utah,4947290,City,Sex and Age,28462,Male vs Female Percent,29935,,49,50,,51,50,,Age Distribution,9.1,10.4,,9.5,10.8,,8.7,8.8,,9.1,8.1,,7,9,,16.9,17.4,,15.6,10.2,*,9.8,13.7,*,4.9,4.4,,3.2,3.1,,3.7,2.1,*,1.9,1.4,,0.5,0.4,,29.3,26.6,*,66.8,64.8,,62.7,60.4,,7.5,5.8,,6.2,4,*,19026,19404,,48.9,49.6,,51.1,50.4,,1755,1197,*,40.1,47.5,,59.9,52.5,,Race,28462,29935,,97.3,95.1,,Race Distribution,2.7,4.9,,97.3,95.1,,90.1,85,,0.3,1,,0.9,0.9,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.6,4.5,*,N,(X),,N,(X),,N,(X),,N,(X),,4.2,3.1,,2.7,4.9,,N,1,,N,1.6,,N,0.9,,N,0.3,,28462,29935,,92.4,89.1,,0.8,2.3,,2,2.9,,2.2,2,,1.1,5.3,*,4.6,3.5,,Hispanic or Latino,28462,29935,,Hispanic or Latino,22.8,24.2,,N,19.6,,N,0.5,,N,0.3,,N,3.7,,77.2,75.8,,N,65.4,,N,1,,N,0.7,,N,0.6,,N,4.4,,N,0.1,,N,3.6,,N,0,,N,3.6,,8356,8263,
Midvale city,Utah,4949710,City,Sex and Age,29886,Male vs Female Percent,27824,*,48.7,49.7,,51.3,50.3,,Age Distribution,6.5,9.2,*,8,7.6,,6.1,5.2,,5.9,5.2,,8.5,9.3,,23.4,23.5,,12.8,11.7,,10,10.6,,5,4.3,,3.8,2.8,,5.3,6.3,,2.9,2.9,,1.7,1.5,,30.9,29.7,,75.5,75.3,,72.4,71.1,,12.1,12.3,,9.9,10.7,,22577,20956,*,46.9,48.6,,53.1,51.4,,2952,2978,,43.7,41.3,,56.3,58.7,,Race,29886,27824,*,95.4,96.7,,Race Distribution,4.6,3.3,,95.4,96.7,,82.2,85.8,,2.2,0.8,,0.5,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,3.6,3,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,6.4,6,,4.6,3.3,,0.7,0.7,,0.4,0.4,,0.5,0.9,,0,0,,29886,27824,*,86.4,89.1,,3.1,1.6,,1.1,1,,4.2,3.9,,1.8,0.5,,8.4,7.2,,Hispanic or Latino,29886,27824,*,Hispanic or Latino,25.4,25.8,,19.9,22.1,,0.4,0.7,,0.4,0.1,,4.7,2.9,,74.6,74.2,,65.5,67.9,,2,0.7,,0.5,0.5,,3.6,3,,0.5,0.3,,0.3,0,,2.2,1.8,,0,0,,2.2,1.8,,11941,11673,
Millcreek CDP,Utah,4950150,City,Sex and Age,62441,Male vs Female Percent,60480,,49.3,49,,50.7,51,,Age Distribution,6.7,5.7,,5.3,5.8,,5.9,6.3,,5.8,6.6,,7.5,7.5,,16.8,17.6,,12.8,12.4,,13.3,13.1,,5.7,4.8,,4.8,4.3,,7.2,7.2,,4.9,6,,3.3,2.8,,36,35.4,,78.6,78.3,,75,74.2,,18,18.3,,15.4,16,,49109,47369,,49,48.5,,51,51.5,,9644,9667,,40,42.2,,60,57.8,,Race,62441,60480,,98.4,98.8,,Race Distribution,1.6,1.2,,98.4,98.8,,89.1,89.4,,1.6,2.6,,1.1,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,4.1,3.6,,0.3,(X),,0.8,(X),,0.2,(X),,0.4,(X),,0.5,(X),,0.2,(X),,1.7,(X),,0.9,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.5,2,,1.6,1.2,,0.3,0.2,,0.1,0.3,,0.6,0.4,,0,0,,62441,60480,,90.7,90.7,,2,2.8,,1.2,1.1,,4.8,4.1,,1.3,0.6,,1.7,2.1,,Hispanic or Latino,62441,60480,,Hispanic or Latino,5.9,5.7,,2.9,4.1,,0.1,0,,0.3,0,,2.6,1.5,,94.1,94.3,,84.9,85.9,,1.6,2.6,,1.1,0.7,,4,3.6,,0.9,0.3,,0,0,,1.5,1.2,,0,0,,1.5,1.2,,25894,25795,
Murray city,Utah,4953230,City,Sex and Age,48026,Male vs Female Percent,46566,*,49.4,48.4,,50.6,51.6,,Age Distribution,5.8,6.9,,6.2,5.9,,6.3,5.6,,5.4,5.7,,9.3,7.5,,16.2,18.5,,12.8,10.4,*,11.4,14.6,*,7.5,6.4,,5,4.2,,7,7.6,,5.3,4.8,,1.9,1.9,,35.5,34.9,,78.5,78.2,,73.9,74.5,,17.3,16.6,,14.1,14.4,,37705,36425,,48,48.1,,52,51.9,,6777,6698,,41,39.5,,59,60.5,,Race,48026,46566,*,98.4,98.7,,Race Distribution,1.6,1.3,,98.4,98.7,,91.6,89.9,,1.1,1.4,,0.9,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.8,2.8,,0,(X),,0.7,(X),,0.1,(X),,0.4,(X),,0.1,(X),,0.2,(X),,0.2,(X),,0.1,1,,N,(X),,N,(X),,N,(X),,N,(X),,2.9,3.3,,1.6,1.3,,0.7,0.5,,0.3,0.2,,0.3,0.2,,0,0,,48026,46566,*,93.1,91.2,,1.8,1.8,,1.2,0.5,,2.2,3,,0.2,1.2,,3.2,3.5,,Hispanic or Latino,48026,46566,*,Hispanic or Latino,9.4,9.5,,6.6,N,,0.1,N,,0,N,,2.7,N,,90.6,90.5,,85.2,83.5,,1,1.4,,0.7,0.3,,1.8,2.8,,0.1,1,,0.6,0.5,,1.2,1.1,,0,0.1,,1.2,1,,19774,19939,
Ogden city,Utah,4955980,City,Sex and Age,83830,Male vs Female Percent,82245,*,51.2,50.3,,48.8,49.7,,Age Distribution,9.6,9.1,,6.9,8,*,7.3,7.2,,6.4,7.5,*,9.6,8.7,,18.4,17.7,,11.5,12.5,,10.9,11.1,,5.7,5.2,,3.9,3.4,,5.1,4.6,,3.2,3.5,,1.6,1.5,,30.3,29.9,,72.5,71.8,,67.8,66.9,,12.3,11.4,,9.9,9.6,,60756,59012,*,51,50.3,,49,49.7,,8303,7874,,44.6,44.4,,55.4,55.6,,Race,83830,82245,*,97.3,97.6,,Race Distribution,2.7,2.4,,97.3,97.6,,79.6,80.6,,2.1,2.4,,1.4,0.9,,N,(X),,N,(X),,N,(X),,N,(X),,1.2,1.4,,0.1,(X),,0.3,(X),,0,(X),,0.1,(X),,0.2,(X),,0,(X),,0.4,(X),,0.3,0.2,,0.1,(X),,0,(X),,0.1,(X),,0.1,(X),,12.6,12.1,,2.7,2.4,,0.4,0.4,,0.5,0.6,,0.3,0.6,,0,0,,83830,82245,*,82,82.7,,2.7,2.9,,2,1.8,,1.9,2,,0.7,0.3,,13.7,12.8,,Hispanic or Latino,83830,82245,*,Hispanic or Latino,30.8,29,,26.6,25.6,,0.4,0.5,,0.1,0.1,,3.7,2.9,,69.2,71,,62.9,65,,2,1.9,,1,0.7,,1.1,1.3,,0.3,0.2,,0.1,0,,1.8,1.7,,0.1,0.1,,1.7,1.7,,32134,32514,
Orem city,Utah,4957300,City,Sex and Age,90642,Male vs Female Percent,87978,*,49.7,49.1,,50.3,50.9,,Age Distribution,10.8,10.1,,7.3,8.1,,7.4,7.7,,9.2,8.3,,12.6,12.3,,17.3,18.8,,9.3,9.2,,9,9.7,,4.8,3.6,*,3.8,3.3,,5,4.8,,2.6,3,,0.9,0.9,,26.6,26.4,,69.8,69.3,,63.3,63.6,,10.8,10.3,,8.5,8.7,,63231,60937,*,49,48.9,,51,51.1,,7742,7671,,45,45.2,,55,54.8,,Race,90642,87978,*,97.2,97.4,,Race Distribution,2.8,2.6,,97.2,97.4,,90.2,87.4,*,0.7,0.8,,0.6,0.7,,N,(X),,N,(X),,N,(X),,N,(X),,1.9,1.5,,0.1,(X),,0.4,(X),,0.1,(X),,0.2,(X),,0.4,(X),,0,(X),,0.7,(X),,1.1,0.7,,0.1,(X),,0,(X),,0.2,(X),,0.8,(X),,2.6,6.3,*,2.8,2.6,,0.3,0.1,,0.4,0.7,,0.7,0.7,,0,0,,90642,87978,*,92.8,89.9,*,1.3,0.9,,1.3,1.4,,3,2.4,,1.7,1.1,,3.4,7,*,Hispanic or Latino,90642,87978,*,Hispanic or Latino,15.3,15.5,,11.2,11.1,,0.2,0.4,,0,0.2,,3.9,3.8,,84.7,84.5,,78.7,79.4,,0.7,0.6,,0.5,0.7,,1.9,1.3,,1.1,0.7,,0,0.2,*,1.8,1.7,,0,0,,1.8,1.7,,27446,27943,
Pleasant Grove city,Utah,4960930,City,Sex and Age,34541,Male vs Female Percent,32662,*,49.6,49.5,,50.4,50.5,,Age Distribution,11.8,11.8,,9.9,11.6,,11.5,9.4,*,8.5,7.5,,8.9,7.2,,14,18.8,*,13.5,11,*,9.3,9.3,,3.6,3.1,,2.4,2.6,,3.8,4.3,,1.9,2.8,,0.8,0.7,,24.6,26.4,*,61.4,62.5,,56.8,58.5,,7.7,9.6,*,6.5,7.8,,21205,20423,,47.9,47.8,,52.1,52.2,,2237,2539,,40.3,43.6,,59.7,56.4,,Race,34541,32662,*,98.7,97.9,,Race Distribution,1.3,2.1,,98.7,97.9,,96.6,95.3,,0.5,0.6,,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.3,1.2,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.7,,1.3,2.1,,N,N,,N,N,,N,N,,N,N,,34541,32662,*,98,97.2,,0.8,0.6,,N,0.9,,1,2.1,,0.2,0.6,,1.1,1,,Hispanic or Latino,34541,32662,*,Hispanic or Latino,10,6.1,,5.8,2.8,,0.6,0,,0,1.1,,3.6,2.2,,90,93.9,,88,90.1,,0.5,0.5,,0,0.1,,0.3,1.2,*,0.2,0.1,,0,0.2,,0.8,1.8,,0.1,0,,0.8,1.8,,9685,9934,
Provo city,Utah,4962470,City,Sex and Age,115427,Male vs Female Percent,111780,*,49.6,49.8,,50.4,50.2,,Age Distribution,8.7,8.2,,6.4,5.1,*,4.8,4.5,,11.4,16.1,*,26.7,27.3,,18,16.6,,7.5,6.3,*,5.4,5.4,,3.1,2.2,*,2.1,2.4,,2.7,2.9,,1.9,2,,1.1,1,,23.6,23,*,76.6,78.3,*,65.1,61,*,6.8,7.2,,5.7,5.9,,88383,87579,,49.5,49,,50.5,51,,6629,6580,,43.7,42.4,,56.3,57.6,,Race,115427,111780,*,96.7,96.9,,Race Distribution,3.3,3.1,,96.7,96.9,,87.1,86.7,,0.9,0.8,,0.5,1.2,*,N,(X),,N,(X),,N,(X),,N,(X),,3.1,2.3,*,0.1,(X),,0.9,(X),,0.3,(X),,0.2,(X),,0.9,(X),,0.2,(X),,0.3,(X),,1.4,1.4,,0.2,(X),,0,(X),,0.6,(X),,0.6,(X),,3.7,4.6,,3.3,3.1,,0.4,0.2,,0.7,0.5,,1,0.9,,0,0,,115427,111780,*,90.1,89.5,,1.6,1,*,1.3,1.9,,4.5,3.6,*,2,2.3,,4.1,5,,Hispanic or Latino,115427,111780,*,Hispanic or Latino,18.2,14.1,*,11.2,10,,0.4,0.3,,0.4,0.1,,6.3,3.8,*,81.8,85.9,*,73.5,78,*,0.7,0.7,,0.5,0.5,,3.1,2.3,*,1.3,1.3,,0.1,0.3,,2.7,2.7,,0,0.2,,2.6,2.5,,34016,32538,*
Riverton city,Utah,4964340,City,Sex and Age,40287,Male vs Female Percent,37516,*,50,50.4,,50,49.6,,Age Distribution,11.1,9.8,,9.6,11.7,*,10.8,11.8,,7.9,9.6,,5.9,5.4,,15.8,14.9,,13.3,14.7,,11.8,11.6,,6,3.4,*,2.2,2.1,,3.2,3.4,,2,1.6,,0.5,0.2,,28.7,26.4,*,62.9,60.7,*,59.6,56,*,6.8,6.5,,5.7,5.2,,25360,22778,*,49.6,49.3,,50.4,50.7,,2288,1941,*,44.4,49.8,,55.6,50.2,,Race,40287,37516,*,98.4,98.3,,Race Distribution,1.6,1.7,,98.4,98.3,,94.8,92.9,,0.2,0.1,,0,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,2.1,1.5,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.8,3,,N,(X),,N,(X),,N,(X),,N,(X),,0.5,0.5,,1.6,1.7,,0.2,N,,0.4,N,,0.2,N,,0,N,,40287,37516,*,96.4,94.5,,0.4,N,,N,0.3,,2.5,2,,1.4,3.5,,0.7,0.6,,Hispanic or Latino,40287,37516,*,Hispanic or Latino,3.5,7.3,*,1.5,3.5,*,0.3,0.4,,0,0,,1.7,3.4,,96.5,92.7,*,92.1,86.4,*,0.2,0.1,,0,0,,2.1,1.5,,0.8,3,,0,0,,1.3,1.6,,0.1,0,,1.3,1.6,,11043,10183,*
Roy city,Utah,4965110,City,Sex and Age,37514,Male vs Female Percent,36501,*,50,49.6,,50,50.4,,Age Distribution,8.6,11.2,*,9.1,9.4,,9.6,8.1,,6.3,6.3,,6,7,,15.9,17.7,,14.7,11.1,*,11.7,12.2,,4.3,4.4,,3.7,3.2,,5.7,4.9,,3.1,3.2,,1.4,1.1,,31.3,29.2,*,68.3,67.3,,65.6,64.4,,12.3,10.9,,10.2,9.3,,25609,24564,*,49.7,48.6,,50.3,51.4,,3834,3381,*,42.2,45.2,,57.8,54.8,,Race,37514,36501,*,98,98.1,,Race Distribution,2,1.9,,98,98.1,,89.9,90.3,,0.8,1.4,,0.8,1.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.9,3.2,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.3,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,5.3,2.1,*,2,1.9,,0.5,0.8,,0.3,0.1,,0.4,0.3,,0,0,,37514,36501,*,91.7,92.1,,1.3,2.2,,1.1,1.3,,1.5,3.7,*,0.8,N,,5.5,2.3,*,Hispanic or Latino,37514,36501,*,Hispanic or Latino,17,12.2,*,13.4,N,,0,N,,0,N,,3.5,N,,83,87.8,*,78.8,81.3,,0.8,1.3,,0.6,0.7,,0.9,3,*,0.3,0.1,*,0,0.1,,1.7,1.4,,0,0.1,,1.7,1.3,,12619,13057,
St. George city,Utah,4965330,City,Sex and Age,75361,Male vs Female Percent,72515,*,48.8,48.6,,51.2,51.4,,Age Distribution,7.8,8.8,,7.7,7.6,,8,7,,8.2,7.5,,7.4,7.8,,12.4,14.2,*,10.2,9,*,9.2,10.3,*,4.4,4.9,,5.9,4.6,*,9.7,8.7,,6.3,6.7,,2.9,2.9,,33.7,32,*,71.6,72.4,,66.7,67.8,,22.7,21.2,,18.9,18.3,,53968,52491,*,47.6,47.6,,52.4,52.4,,14230,13299,,45.2,47.2,,54.8,52.8,,Race,75361,72515,*,97.6,98.2,,Race Distribution,2.4,1.8,,97.6,98.2,,91.3,89.9,,0.8,0.4,,1.3,1.5,,N,(X),,N,(X),,N,(X),,N,(X),,0.6,1.3,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,1,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,2.6,4.4,,2.4,1.8,,0.5,0.7,,0.5,0.1,*,0.4,0.4,,0.1,0,,75361,72515,*,93.6,91.6,,1.4,1.2,,1.9,1.7,,1.4,1.9,,1.6,1,,2.9,4.6,,Hispanic or Latino,75361,72515,*,Hispanic or Latino,13.2,11.7,,9.8,8.7,,0.4,0.1,*,0.2,0,*,2.8,3,,86.8,88.3,,81.2,82.8,,0.8,0.4,,1.3,1.5,,0.5,1.3,*,1,0.6,,0,0,,2,1.6,,0,0,,1.9,1.6,,31637,32208,
Salt Lake City city,Utah,4967000,City,Sex and Age,189601,Male vs Female Percent,185690,*,51.5,51,,48.5,49,,Age Distribution,7.4,8.2,,6.4,6.2,,5.2,5.1,,6.1,6.5,,10.2,10.8,,20.8,19.7,,13.4,13.5,,11.2,10.6,,4.9,5.4,,4.5,4.2,,5.2,4.8,,3.1,3.3,,1.5,1.6,,31.7,31.1,,77.9,77.2,,73,71.8,,12.4,12.4,,9.9,9.8,,147605,143313,*,51.3,50.7,,48.7,49.3,,18703,18156,,42.9,45,,57.1,55,,Race,189601,185690,*,97.3,97.8,,Race Distribution,2.7,2.2,,97.3,97.8,,73.7,82.1,*,2.9,3.3,,1.2,1.2,,0.1,(X),,0,(X),,0.3,(X),,0,(X),,5.2,3.7,*,0.7,(X),,1.5,(X),,0.2,(X),,0.7,(X),,0.6,(X),,0.6,(X),,0.9,(X),,2.4,1.3,*,0.1,(X),,0,(X),,0.6,(X),,1.8,(X),,11.9,6.2,*,2.7,2.2,,0.4,0.4,,0.4,0.3,,0.8,0.9,,0.2,0,,189601,185690,*,75.8,84.1,*,3.6,3.9,,2,1.6,,6.3,4.7,*,2.6,1.5,*,12.5,6.5,*,Hispanic or Latino,189601,185690,*,Hispanic or Latino,20.2,22.1,,16.2,18.1,,0.3,0.2,,0,0.1,,3.8,3.7,,79.8,77.9,,65.9,66.9,,2.7,3.1,,1,1,,5.2,3.7,*,2.4,1.3,*,0.7,0.2,*,1.8,1.7,,0.1,0.1,,1.7,1.7,,80304,82397,*
Sandy city,Utah,4967440,City,Sex and Age,89457,Male vs Female Percent,87399,*,50.1,50.1,,49.9,49.9,,Age Distribution,7.1,7.5,,7.8,7.9,,8.3,8.7,,7.1,8.6,*,6.7,6.1,,13.3,13.9,,13.7,11.7,*,13,14.8,*,6.6,6.8,,5.9,5.2,,6.9,5.6,*,2.5,2.2,,1.1,1.1,,34.8,32.9,*,71.7,70.4,,68.9,66.2,*,14.1,11.2,*,10.5,8.8,*,64109,61526,*,49.6,48.7,,50.4,51.3,,9433,7693,*,48.7,44.3,*,51.3,55.7,*,Race,89457,87399,*,97.4,98.3,*,Race Distribution,2.6,1.7,*,97.4,98.3,*,90,91.6,,0.5,1.2,,0.2,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,3.1,3.6,,0.3,(X),,0.8,(X),,0.1,(X),,0.5,(X),,0.7,(X),,0.1,(X),,0.6,(X),,0.4,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,3.3,1.3,*,2.6,1.7,*,0.2,0.1,,0.2,0.2,,1,0.6,,0,0,,89457,87399,*,92.3,93.1,,0.9,1.4,,0.5,0.4,,4.4,4.4,,0.9,0.9,,3.8,1.7,*,Hispanic or Latino,89457,87399,*,Hispanic or Latino,7.3,7.2,,3.7,4.8,,0.3,0.3,,0,0,,3.3,2.2,,92.7,92.8,,86.2,86.4,,0.5,1.1,,0.2,0.1,,3.1,3.6,,0.4,0.5,,0.2,0,,2.2,1.1,*,0.2,0.1,,2,1,*,29833,29053,
South Jordan city,Utah,4970850,City,Sex and Age,56225,Male vs Female Percent,48577,*,50.6,51.2,,49.4,48.8,,Age Distribution,8.4,11.1,*,9.6,9.6,,10.7,9.4,,7.6,8.4,,6.2,7.2,,14.8,13.9,,13.6,13,,11.7,11.2,,5.2,5.3,,4.5,4.1,,4.6,4.1,,2.3,1.8,,0.9,0.9,,30.1,28.4,*,66.3,64.4,,62.4,59.8,*,10.6,9,*,7.8,6.8,*,37261,31296,*,50.9,50.8,,49.1,49.2,,4396,3284,*,52.3,42,*,47.7,58,*,Race,56225,48577,*,97.7,97.6,,Race Distribution,2.3,2.4,,97.7,97.6,,93,92.1,,0.2,0.6,,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,2.6,1.9,,0.8,(X),,0.5,(X),,0.1,(X),,0.2,(X),,0,(X),,0.7,(X),,0.2,(X),,0.4,2.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,0.7,,2.3,2.4,,0.3,0.4,,0.2,0.5,,0.8,0.6,,0.1,0,,56225,48577,*,95.2,94.3,,0.7,1,,0.4,0.5,,3.4,2.7,,0.9,2.9,,1.7,1,,Hispanic or Latino,56225,48577,*,Hispanic or Latino,6.5,3.8,*,N,1.6,,N,0.4,,N,0,,N,1.8,,93.5,96.2,*,88.2,89.3,,0.2,0.4,,0.1,0,,2.6,1.8,,0.4,2.3,,0,0.2,,1.9,2.1,,0,0.1,,1.9,2.1,,16616,13239,*
South Salt Lake city,Utah,4971070,City,Sex and Age,24362,Male vs Female Percent,23443,*,52.4,58.6,*,47.6,41.4,*,Age Distribution,10.8,10.8,,7.1,5.5,,6.1,4.6,,6.7,5.2,,9.2,11.9,,23.1,24.5,,13.3,13.1,,8.7,10.5,,5.4,4.6,,3.2,3.5,,3.7,2.4,,1.8,2.1,,0.9,1.2,,28.8,29.9,,71.7,76.5,*,67.7,72.1,,8.3,7.3,,6.4,5.7,,17462,17927,,52.2,59.7,*,47.8,40.3,*,1553,1329,,45.1,44.8,,54.9,55.2,,Race,24362,23443,*,97.4,95.1,,Race Distribution,2.6,4.9,,97.4,95.1,,65.5,78.5,*,3.9,2.1,,1.9,2,,N,(X),,N,(X),,N,(X),,N,(X),,9.4,6.3,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,1.5,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,15.3,5.9,*,2.6,4.9,,1.3,2.7,,0.2,0.4,,0.3,0.5,,0,0.1,,24362,23443,*,68,83.1,*,5.2,4.8,,2.1,2.6,,9.7,7.1,,N,0.6,,16,6.9,*,Hispanic or Latino,24362,23443,*,Hispanic or Latino,31.6,28.2,,21.9,22.3,,0.5,0.2,,0.2,0.3,,9.1,5.3,,68.4,71.8,,50.6,58.9,*,3.1,1.9,,1.8,1.9,,9.4,6.3,,1.5,0.3,,0,0,,2,2.4,,0.1,0,,1.9,2.4,,9209,8780,
Spanish Fork city,Utah,4971290,City,Sex and Age,36332,Male vs Female Percent,33501,*,51.1,50.2,,48.9,49.8,,Age Distribution,10.6,13.6,*,13.5,11.6,*,11.3,9.8,,7,7.4,,7.8,7,,17.8,16,,12.4,13.9,,8.8,9.8,,3.7,3.4,,1.4,2.1,,3.3,3.1,,1.7,2,,0.7,0.4,,24.9,25.4,,60.1,59.9,,56,56.3,,6.6,6.8,,5.7,5.5,,21826,20076,*,49.8,51.8,,50.2,48.2,,2083,1833,,43,39.7,,57,60.3,,Race,36332,33501,*,97.5,98.2,,Race Distribution,2.5,1.8,,97.5,98.2,,92.5,94.2,,0.5,0.5,,0.2,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,0,0.8,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,1.5,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,2.8,2.1,,2.5,1.8,,0.2,N,,0.5,N,,0.2,N,,0,N,,36332,33501,*,94.8,96.1,,1,0.9,,0.8,1.3,,0.2,1.4,*,2.1,N,,3.7,2.2,,Hispanic or Latino,36332,33501,*,Hispanic or Latino,9.3,8.1,,5.9,N,,0.2,N,,0,N,,3.2,N,,90.7,91.9,,87.2,87.9,,0.5,0.5,,0.2,0.3,,0,0.8,*,1.5,0.1,,0,0.7,,1.2,1.6,,0,0,,1.2,1.6,,9527,9911,
