ENTITY_NAME,ENTITY_STATE,ENTITY_FIP_CODE,ENTITY_TYPE,MODULE_SEX_AGE,HC01_VC03,MALE_FEMALE_CDP,HC02_VC03,HC03_VC03,HC01_VC04,HC02_VC04,HC03_VC04,HC01_VC05,HC02_VC05,HC03_VC05,AGE_DISTRIBUTION_CDP,HC01_VC08,HC02_VC08,HC03_VC08,HC01_VC09,HC02_VC09,HC03_VC09,HC01_VC10,HC02_VC10,HC03_VC10,HC01_VC11,HC02_VC11,HC03_VC11,HC01_VC12,HC02_VC12,HC03_VC12,HC01_VC13,HC02_VC13,HC03_VC13,HC01_VC14,HC02_VC14,HC03_VC14,HC01_VC15,HC02_VC15,HC03_VC15,HC01_VC16,HC02_VC16,HC03_VC16,HC01_VC17,HC02_VC17,HC03_VC17,HC01_VC18,HC02_VC18,HC03_VC18,HC01_VC19,HC02_VC19,HC03_VC19,HC01_VC20,HC02_VC20,HC03_VC20,HC01_VC23,HC02_VC23,HC03_VC23,HC01_VC26,HC02_VC26,HC03_VC26,HC01_VC27,HC02_VC27,HC03_VC27,HC01_VC28,HC02_VC28,HC03_VC28,HC01_VC29,HC02_VC29,HC03_VC29,HC01_VC32,HC02_VC32,HC03_VC32,HC01_VC33,HC02_VC33,HC03_VC33,HC01_VC34,HC02_VC34,HC03_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC01_VC38,HC02_VC38,HC03_VC38,HC01_VC39,HC02_VC39,HC03_VC39,MODULE_RACE,HC01_VC43,HC02_VC43,HC03_VC43,HC01_VC44,HC02_VC44,HC03_VC44,RACE_DISTRIBUTION_CDP,HC01_VC45,HC02_VC45,HC03_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC01_VC52,HC02_VC52,HC03_VC52,HC01_VC53,HC02_VC53,HC03_VC53,HC01_VC54,HC02_VC54,HC03_VC54,HC01_VC55,HC02_VC55,HC03_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC01_VC57,HC02_VC57,HC03_VC57,HC01_VC58,HC02_VC58,HC03_VC58,HC01_VC59,HC02_VC59,HC03_VC59,HC01_VC60,HC02_VC60,HC03_VC60,HC01_VC61,HC02_VC61,HC03_VC61,HC01_VC62,HC02_VC62,HC03_VC62,HC01_VC63,HC02_VC63,HC03_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC01_VC65,HC02_VC65,HC03_VC65,HC01_VC66,HC02_VC66,HC03_VC66,HC01_VC67,HC02_VC67,HC03_VC67,HC01_VC68,HC02_VC68,HC03_VC68,HC01_VC69,HC02_VC69,HC03_VC69,HC01_VC70,HC02_VC70,HC03_VC70,HC01_VC71,HC02_VC71,HC03_VC71,HC01_VC72,HC02_VC72,HC03_VC72,HC01_VC73,HC02_VC73,HC03_VC73,HC01_VC74,HC02_VC74,HC03_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC01_VC80,HC02_VC80,HC03_VC80,HC01_VC81,HC02_VC81,HC03_VC81,HC01_VC82,HC02_VC82,HC03_VC82,HC01_VC83,HC02_VC83,HC03_VC83,MODULE_HISPANIC,HC01_VC87,HC02_VC87,HC03_VC87,HISPANIC_CDP,HC01_VC88,HC02_VC88,HC03_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC01_VC90,HC02_VC90,HC03_VC90,HC01_VC91,HC02_VC91,HC03_VC91,HC01_VC92,HC02_VC92,HC03_VC92,HC01_VC93,HC02_VC93,HC03_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC01_VC96,HC02_VC96,HC03_VC96,HC01_VC97,HC02_VC97,HC03_VC97,HC01_VC98,HC02_VC98,HC03_VC98,HC01_VC99,HC02_VC99,HC03_VC99,HC01_VC100,HC02_VC100,HC03_VC100,HC01_VC101,HC02_VC101,HC03_VC101,HC01_VC102,HC02_VC102,HC03_VC102,HC01_VC104,HC02_VC104,HC03_VC104
Sevierville,Tennessee,42940,Micro,Sex and Age,92421,Male vs Female Percent,89050,c,48.8,49.2,,51.2,50.8,,Age Distribution,5.8,5.8,,5.5,6.4,,6.4,5.6,,6.1,6.7,*,6.4,6,,11.3,10.9,,12.7,14.6,*,15.2,15.4,,7.3,7.3,,6.8,6.4,,10.1,9.2,*,4.8,4.6,,1.5,1.2,,41.8,40.7,*,78.3,78.2,,74.7,74.3,,20.7,18.4,*,16.5,15,*,72369,69600,*,48.2,48.1,,51.8,51.9,,15242,13401,*,46,45.9,,54,54.1,,Race,92421,89050,c,98.7,99,,Race Distribution,1.3,1,,98.7,99,,94.6,95.9,*,0.7,1,*,0.3,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,1.1,1,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,2.1,1,*,1.3,1,,0.6,0.2,*,0.5,0.7,,0.2,0.1,,0,0,,92421,89050,c,95.9,96.9,,1.2,1.2,,0.8,0.9,,1.3,1.1,*,N,N,,2.1,1,*,Hispanic or Latino,92421,89050,c,Hispanic or Latino,5.5,4.9,c,3.5,1.7,*,0.1,0.3,,0.3,0.2,,1.5,2.7,*,94.5,95.1,c,91.2,91.9,*,0.7,0.9,*,0.3,0.1,,1.1,1,,0,0,,0,0.3,,1.3,0.9,*,0,0,,1.3,0.9,*,55997,54600,*
Seymour,Indiana,42980,Micro,Sex and Age,43153,Male vs Female Percent,42030,c,50.5,49.8,*,49.5,50.2,*,Age Distribution,6.8,6.4,,6.4,6.1,,6.9,7.4,,6.6,6.9,,5.8,5.4,,13,13.5,,13,13,,14.1,15,*,7,7.4,,5.5,4.6,,8.3,7.9,,5.3,4.5,*,1.4,1.9,,38.7,38.4,,75.7,75.3,,72.7,72.1,,18.1,16.8,*,14.9,14.3,*,32663,31666,*,49.3,49.1,,50.7,50.9,,6447,5994,*,43.2,42.9,,56.8,57.1,,Race,43153,42030,c,98.6,98.6,,Race Distribution,1.4,1.4,,98.6,98.6,,92,96.4,*,0.3,0.3,,0,0.6,*,N,(X),,N,(X),,N,(X),,N,(X),,1.7,0.7,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,4.6,0.6,*,1.4,1.4,,N,N,,N,N,,N,N,,N,N,,43153,42030,c,93.4,97.8,*,1.2,1.1,,N,0.7,,2,0.9,*,N,N,,4.6,0.9,*,Hispanic or Latino,43153,42030,c,Hispanic or Latino,6,5.5,c,N,N,,N,N,,N,N,,N,N,,94,94.5,c,N,91.9,,N,0.3,,N,0.6,,N,0.7,,N,0,,N,0,,N,0.9,,N,0,,N,0.9,,18266,18213,
Shawnee,Oklahoma,43060,Micro,Sex and Age,70693,Male vs Female Percent,69121,c,47.7,48.1,,52.3,51.9,,Age Distribution,6.9,6.8,,6.4,6.8,,7.1,6.8,,7.3,8.1,*,7.2,6.6,*,12.3,12.2,,12.4,12.6,,13.5,14.4,*,6.6,6.2,,5.5,5.5,,8.6,8.2,*,4.8,4.3,*,1.4,1.6,,37.8,37.3,,75.4,75,*,70.7,69.8,*,18.5,16.7,*,14.8,14.1,*,53301,51807,*,46.6,47,*,53.4,53,*,10474,9732,*,43.8,43.9,,56.2,56.1,,Race,70693,69121,c,93,92.8,,Race Distribution,7,7.2,,93,92.8,,76.2,77.4,*,2.5,2.9,*,12.8,10.9,*,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.6,,0.1,(X),,0.2,(X),,0.2,(X),,0.1,(X),,0.1,(X),,0,(X),,0,(X),,0,0.3,,N,(X),,N,(X),,N,(X),,N,(X),,1,0.8,,7,7.2,,1.1,0.5,*,4.7,5.5,,0.3,0.2,,0.5,0.5,,70693,69121,c,82.6,84.1,*,4.2,4.1,,18.3,17,*,1,0.8,*,0.1,N,,1,1.1,,Hispanic or Latino,70693,69121,c,Hispanic or Latino,4.6,4.2,c,3.5,N,,0.2,N,,0,N,,0.8,N,,95.4,95.8,c,73.9,74.7,*,2.5,2.9,*,11.8,10.4,*,0.6,0.6,,0,0.3,,0.1,0.2,,6.6,6.8,,0,0,,6.6,6.8,,29344,29019,
Sheboygan,Wisconsin,43100,Metro,Sex and Age,115067,Male vs Female Percent,115562,c,50.2,50.3,,49.8,49.7,,Age Distribution,5.8,6.1,*,6.8,6.6,,6.4,7,,6.6,6.8,,5.4,5.6,,11.8,11.6,,12.5,13.6,*,15.5,15.9,*,7.6,7,*,6.1,5.4,*,8,7,*,4.8,4.9,,2.6,2.4,,41.2,39.9,*,76.8,76,c,73.5,72.6,*,19.3,17.1,*,15.4,14.3,*,88346,87824,c,50,50.2,*,50,49.8,*,17769,16477,*,43.9,42.8,*,56.1,57.2,*,Race,115067,115562,c,98.5,98.4,,Race Distribution,1.5,1.6,,98.5,98.4,,90.4,91,,1.4,1.5,,0.3,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,4.9,4.4,*,0.2,(X),,0.1,(X),,0.2,(X),,0,(X),,0.1,(X),,0.2,(X),,4.1,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.5,0.9,,1.5,1.6,,0.5,0.4,,0.4,0.3,,0.2,0.5,*,0.1,0,,115067,115562,c,91.8,92.5,,2.1,2,,0.9,1.1,,5.1,5,,0.1,N,,1.7,1.2,,Hispanic or Latino,115067,115562,c,Hispanic or Latino,5.7,5.3,c,4.6,4.6,,0.4,0.1,,0.1,0.1,,0.7,0.4,,94.3,94.7,c,86.5,87.3,*,1.3,1.5,,0.3,0.3,,4.9,4.4,*,0,0,,0,0,,1.3,1.2,,0,0,,1.3,1.2,,50589,50649,
Shelby,North Carolina,43140,Micro,Sex and Age,97367,Male vs Female Percent,98139,c,48,48.3,*,52,51.7,*,Age Distribution,5.7,6,*,6.2,6.4,,6.7,6.8,,6.9,7.3,*,6.7,6.2,*,10.3,10.9,*,13,13.7,*,14.7,14.9,,7.3,6.7,,6.3,6.3,,9.6,8.4,*,4.7,4.7,,2,1.7,,41.4,40.1,*,77.3,76.3,*,72.3,71.8,*,20,18.6,*,16.2,14.8,*,75268,74866,*,47.2,47.2,,52.8,52.8,,15812,14563,*,42.5,41.5,*,57.5,58.5,*,Race,97367,98139,c,98.5,99.1,*,Race Distribution,1.5,0.9,*,98.5,99.1,*,75.8,76.4,,20.9,21,,0.1,0.2,*,N,(X),,N,(X),,N,(X),,N,(X),,0.9,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.8,0.7,,1.5,0.9,*,0.8,0.4,,0.4,0.2,*,0.1,0,,0,0,,97367,98139,c,77.3,77.2,,21.8,21.5,,0.6,0.5,,1,0.9,*,N,N,,0.9,0.8,,Hispanic or Latino,97367,98139,c,Hispanic or Latino,3,2.8,c,N,2.4,,N,0.2,,N,0,,N,0.3,,97,97.2,c,73.9,74.4,*,20.7,20.9,,0.1,0.2,*,0.8,0.8,,0,0,,0.2,0.1,,1.3,0.8,*,0,0,,1.3,0.8,*,43160,43332,
Shelbyville,Tennessee,43180,Micro,Sex and Age,45572,Male vs Female Percent,44800,c,50,50,,50,50,,Age Distribution,6.8,7.7,*,6.5,7.4,,8.9,7,*,6.9,7,,6.5,5.5,*,12.7,12.8,,12.5,14.6,*,13.7,13.7,,6,6,,5.6,5,,8.5,7.4,*,3.8,3.5,,1.7,2.4,,36.4,37,,73.6,73.2,*,69.8,69.6,,17.5,15.9,*,14,13.2,*,33559,32800,*,49.1,49.1,,50.9,50.9,,6402,5901,*,45.2,42.9,,54.8,57.1,,Race,45572,44800,c,96.9,97.3,,Race Distribution,3.1,2.7,,96.9,97.3,,86.3,86.6,,6.9,7.5,,1.7,0.1,*,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.6,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,1.5,2.4,,3.1,2.7,,2.2,N,,0.4,N,,0.5,N,,0,N,,45572,44800,c,89.3,89.3,,9.2,8.7,,2.1,0.6,,1.1,N,,N,N,,1.5,3.2,,Hispanic or Latino,45572,44800,c,Hispanic or Latino,11.5,11,c,N,N,,N,N,,N,N,,N,N,,88.5,89,c,78.3,N,,6.3,N,,0.2,N,,0.6,N,,0,N,,0,N,,3.1,N,,0,N,,3.1,N,,18446,18183,
Shelton,Washington,43220,Micro,Sex and Age,60717,Male vs Female Percent,60295,c,51.3,51.4,,48.7,48.6,,Age Distribution,5.4,5.4,,5,6.2,*,5.8,5.1,,5.4,6.3,*,5.6,5.6,,11.4,10.6,*,11.4,11.8,,14,15.5,*,8.4,8.8,,7.9,6.8,,11.7,10.4,*,6.2,5.5,*,1.7,2,,45,44,*,80.2,79.6,*,77.6,75.7,*,25,21.7,*,19.7,17.9,*,48668,47978,*,51.6,51.7,,48.4,48.3,,11945,10768,*,49.1,48.1,*,50.9,51.9,*,Race,60717,60295,c,94.1,96.6,*,Race Distribution,5.9,3.4,*,94.1,96.6,*,85.1,88.1,*,1.2,1.2,,2.9,3.6,,0.3,(X),,0.1,(X),,0,(X),,0,(X),,1.5,1.3,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,3.3,2.3,,5.9,3.4,*,1,0.4,*,3.1,1.8,*,0.4,0.5,,0,0,,60717,60295,c,90.8,91.3,,2.4,1.5,*,6.4,5.6,,2.2,2,*,0.6,N,,4,2.8,,Hispanic or Latino,60717,60295,c,Hispanic or Latino,8.4,7.8,c,5.3,5.1,,0.2,0.1,,0,0,,3,2.7,,91.6,92.2,c,82.3,82.9,*,0.8,1.2,*,2.4,3.5,*,1.5,1.3,,0.2,0.1,,0,0.4,,4.4,2.6,*,0.1,0,,4.3,2.6,*,32453,32156,*
Sheridan,Wyoming,43260,Micro,Sex and Age,29573,Male vs Female Percent,28878,c,49.7,49.8,,50.3,50.2,,Age Distribution,6,5.9,,5.5,5.8,,6.5,5.6,,6.4,6.9,,5.7,5.6,,11.6,11.4,,11.9,11.7,,13.7,16.4,*,7.4,8.7,,8.7,6.7,*,9.3,8.3,*,4.9,4.6,,2.3,2.5,,42.1,42.9,,78.2,78.3,,74.5,74.6,,20.8,19.2,*,16.5,15.4,*,23112,22623,*,49.4,49.5,,50.6,50.5,,4883,4453,*,47.1,45.7,*,52.9,54.3,*,Race,29573,28878,c,98.1,97.8,,Race Distribution,1.9,2.2,,98.1,97.8,,93.4,94.2,,0.8,0.1,*,1.5,1,,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.9,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0,,N,(X),,N,(X),,N,(X),,N,(X),,1.9,1.6,,1.9,2.2,,N,0.1,,N,1.2,,N,0,,N,0,,29573,28878,c,95.4,96.3,,1.2,0.2,*,2.8,2.2,,0.5,1,,N,N,,2,2.5,,Hispanic or Latino,29573,28878,c,Hispanic or Latino,4.1,3.5,c,N,N,,N,N,,N,N,,N,N,,95.9,96.5,c,91.9,92.8,*,0.8,0.1,*,1.3,0.9,,0.2,0.9,,0,0,,0,0.3,,1.6,1.6,,0,0.3,,1.6,1.3,,14103,13892,
Sherman-Denison,Texas,43300,Metro,Sex and Age,121768,Male vs Female Percent,120016,c,48.6,48.7,,51.4,51.3,,Age Distribution,6.3,6.5,*,6.5,6.7,,7,6.8,,6.9,7,,6.7,6.1,*,11.4,11.7,,11.6,12.4,*,14.2,14.8,*,7.3,6.8,,6,5.8,,9.1,8.4,*,4.8,5.1,,2.2,1.9,,40.2,39.2,*,76.1,75.8,c,71.7,71.5,,19.8,18.8,*,16.1,15.3,*,92726,90999,c,47.9,47.9,,52.1,52.1,,19631,18374,*,44.3,43.5,*,55.7,56.5,*,Race,121768,120016,c,97,96.8,,Race Distribution,3,3.2,,97,96.8,,86.6,83.8,*,5.9,5.4,*,1.1,1.3,,N,(X),,N,(X),,N,(X),,N,(X),,1.1,0.8,*,0.2,(X),,0.3,(X),,0.1,(X),,0,(X),,0.1,(X),,0.1,(X),,0.3,(X),,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,2.2,5.4,*,3,3.2,,0.7,1,,1.2,1,,0.1,0.2,,0,0.1,,121768,120016,c,89.2,86.8,*,6.9,6.5,*,2.7,2.5,,1.4,1.1,*,0.3,N,,2.8,6.3,*,Hispanic or Latino,121768,120016,c,Hispanic or Latino,11.9,11,c,10,9.5,,0.1,0.4,,0,0,,1.7,1,*,88.1,89,c,77.7,79.1,*,5.8,5.3,*,1.1,1.3,,1.1,0.8,*,0.1,0.1,,0.1,0.1,,2.2,2.4,,0.2,0,,2.1,2.4,,53899,53532,
Show Low,Arizona,43320,Micro,Sex and Age,107144,Male vs Female Percent,107583,c,50.1,49.9,,49.9,50.1,,Age Distribution,7.6,8.2,*,7.9,7.3,,8.2,9.2,*,7.7,8.8,*,6.8,6.3,*,11.2,10.9,,10.8,11.4,*,12.8,13.5,*,6.6,6.3,,6,5.4,,8.9,8,*,4.2,3.8,*,1.4,1,*,35.5,34.3,*,71.4,69.9,*,67.1,65.5,*,18,15.8,*,14.5,12.8,*,76484,75159,*,49.7,49.7,,50.3,50.3,,15557,13787,*,46.9,47.4,*,53.1,52.6,*,Race,107144,107583,c,96.8,96,,Race Distribution,3.2,4,,96.8,96,,48.6,48.9,,0.5,0.8,,43.6,41.9,*,0.1,(X),,0,(X),,25.3,(X),,0.1,(X),,0.5,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,3.5,3.8,,3.2,4,,0.1,0.4,,1.8,2.4,,0.1,0.2,,0.2,0,*,107144,107583,c,51.2,52.5,,1,1.4,,46,44.8,*,0.9,1,,0.3,0.1,,4.1,4.4,,Hispanic or Latino,107144,107583,c,Hispanic or Latino,10.9,10.7,c,9.4,N,,0.3,N,,0,N,,1.2,N,,89.1,89.3,c,43,43.8,*,0.4,0.8,*,42.8,41.2,*,0.5,0.4,,0.1,0.1,,0,0,,2.3,2.9,,0.2,0,*,2.1,2.9,,57205,56702,*
Shreveport-Bossier City,Louisiana,43340,Metro,Sex and Age,446536,Male vs Female Percent,395670,c,48.2,48,*,51.8,52,*,Age Distribution,7.1,7.1,,6.8,7.1,,6.8,6.6,,6.5,7.1,*,7,7.1,,14.1,13.7,*,12.1,12.4,*,13.2,14.1,*,6.8,6.5,,5.7,5.1,*,7.5,7.1,*,4.5,4.4,,1.8,1.6,,36.4,36.1,,75.4,75,*,71.4,70.3,*,17.3,16,*,13.8,13.2,*,336660,296672,*,47.3,46.9,*,52.7,53.1,*,61625,52119,*,42.3,41.3,*,57.7,58.7,*,Race,446536,395670,c,98.3,98.6,,Race Distribution,1.7,1.4,,98.3,98.6,,56.8,57,,38.6,38.9,,0.5,0.5,,N,(X),,N,(X),,N,(X),,N,(X),,1.1,1.2,,0.1,(X),,0.1,(X),,0.3,(X),,0,(X),,0.2,(X),,0.2,(X),,0.1,(X),,0,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,1.3,0.8,*,1.7,1.4,,0.4,0.4,,0.3,0.4,,0.4,0.2,*,0,0.1,,446536,395670,c,58.3,58.2,,39.3,39.6,,1,1,,1.6,1.5,*,0.1,0.3,,1.6,1,*,Hispanic or Latino,446536,395670,c,Hispanic or Latino,3.5,3.3,c,2.3,2.1,,0.2,0.2,,0.2,0.2,,0.8,0.9,,96.5,96.7,c,55,54.9,,38.4,38.8,*,0.5,0.4,*,1.1,1.2,,0,0.2,,0.2,0,*,1.3,1.2,,0.1,0.1,,1.2,1.2,,195237,172982,*
Sidney,Ohio,43380,Micro,Sex and Age,49231,Male vs Female Percent,49456,c,49.8,50,,50.2,50,,Age Distribution,7,6.8,,7.5,8.1,,7.7,7.5,,7,7.2,,5.5,5.2,,11.1,11.6,,13,13.3,,14.8,15.6,*,7.1,6.8,,5.8,5.2,,7.4,6.7,*,4,4.4,,2.1,1.6,,39,37.8,*,73.1,72.8,*,69.9,69.5,,16.8,15,*,13.6,12.7,*,36003,36021,,49.5,49.8,,50.5,50.2,,6671,6295,*,44,43.1,*,56,56.9,*,Race,49231,49456,c,98.4,98.2,,Race Distribution,1.6,1.8,,98.4,98.2,,94.9,95.5,*,2.5,1.7,,0.3,0,*,N,(X),,N,(X),,N,(X),,N,(X),,0.6,0.8,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.1,,1.6,1.8,,N,N,,N,N,,N,N,,N,N,,49231,49456,c,96.3,97.1,,3.4,2.6,*,0.4,0.5,,1.3,1,,N,N,,N,0.2,,Hispanic or Latino,49231,49456,c,Hispanic or Latino,1.4,1.5,c,N,N,,N,N,,N,N,,N,N,,98.6,98.5,c,93.6,94.1,*,2.4,1.7,,0.3,0,*,0.6,0.8,,0,0.1,,0,0,,1.6,1.8,,0,0.1,,1.5,1.7,,20145,20146,
Sierra Vista-Douglas,Arizona,43420,Metro,Sex and Age,131232,Male vs Female Percent,130298,c,51.3,50.9,*,48.7,49.1,*,Age Distribution,6.1,6.5,*,6,6.1,,6.7,6.3,,7.2,7.1,,6.4,6.3,,12.8,12.4,,10.8,11.5,*,12.6,13.4,*,6.3,6.5,,6.8,6.6,,10.8,10,*,5.5,5.4,,2.1,1.8,,39.8,39.6,,77.2,76.9,*,72.5,72.4,,22.3,20.7,*,18.4,17.2,*,101338,100206,*,51.2,50.6,*,48.8,49.4,*,24090,22412,*,48.3,47.7,,51.7,52.3,,Race,131232,130298,c,94,95.9,*,Race Distribution,6,4.1,*,94,95.9,*,77.6,84,*,4,3.8,,1.1,1.1,,0.1,(X),,0,(X),,0.2,(X),,0,(X),,1.6,1.9,,0.1,(X),,0,(X),,0.6,(X),,0.2,(X),,0.4,(X),,0.2,(X),,0.1,(X),,0.1,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,9.6,4.7,*,6,4.1,*,0.9,0.6,,1.2,0.8,,1,0.7,,0.1,0.2,,131232,130298,c,82.7,87.5,*,5.7,4.9,*,2.5,2.3,,3.3,3.1,,0.5,0.8,,11.4,5.8,*,Hispanic or Latino,131232,130298,c,Hispanic or Latino,33.3,32.1,c,29.5,29.2,,1.4,1.2,,0.3,0.2,,2.2,1.6,,66.7,67.9,c,57.4,58.7,*,3.8,3.6,,0.7,0.9,,1.6,1.9,,0.1,0.2,,0,0.1,,3,2.4,,0.1,0,,3,2.4,,59880,58763,*
Sikeston,Missouri,43460,Micro,Sex and Age,39215,Male vs Female Percent,39239,c,49.1,48.2,*,50.9,51.8,*,Age Distribution,6.8,6.9,,6.6,6.1,,6.7,7.9,*,6.7,7.2,,6.4,5.8,*,11.9,12.2,,12.1,12.9,,14,14,,6.6,7.3,,6.5,5.4,*,9,7.9,*,5.2,5,,1.5,1.5,,39.6,38.9,,75.8,74.7,*,71.7,70.5,*,19.6,17.2,*,15.7,14.4,*,29730,29296,*,48,46.9,*,52,53.1,*,6165,5647,*,42.8,41.8,,57.2,58.2,,Race,39215,39239,c,97.9,98.6,,Race Distribution,2.1,1.4,,97.9,98.6,,86.3,86.4,,10.8,11.4,,0.3,0,,N,(X),,N,(X),,N,(X),,N,(X),,0.4,0.4,,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0.1,,N,(X),,N,(X),,N,(X),,N,(X),,0.1,0.2,,2.1,1.4,,N,N,,N,N,,N,N,,N,N,,39215,39239,c,88.3,87.8,,12.2,12,,0.9,0.8,,0.5,0.5,,N,N,,N,0.4,,Hispanic or Latino,39215,39239,c,Hispanic or Latino,2,1.8,c,N,N,,N,N,,N,N,,N,N,,98,98.2,c,84.4,85,*,10.8,11.4,,0.3,0,,0.4,0.4,,0,0.1,,0,0,,2,1.2,,0,0,,2,1.2,,16921,17056,
Silver City,New Mexico,43500,Micro,Sex and Age,29369,Male vs Female Percent,29728,c,49.5,49.5,,50.5,50.5,,Age Distribution,5.5,6,*,5.9,5.3,,7.2,6.6,,6.9,6,,4.6,6.3,,9.3,8.2,,9.2,10.8,*,12.2,13.8,*,8.5,8.3,,7.9,7.4,,13,11.8,*,6.7,7.2,,3.1,2.3,,46.6,45.5,*,78.4,78.3,,73.3,74.6,,26.8,26.1,,22.8,21.2,*,23039,23263,*,48.6,48.8,,51.4,51.2,,6683,6316,*,48,48,,52,52,,Race,29369,29728,c,97.1,97.9,,Race Distribution,2.9,2.1,,97.1,97.9,,84.6,74.7,*,0.5,0.7,,1.7,2.4,,N,(X),,N,(X),,N,(X),,N,(X),,0.2,0.5,*,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,N,(X),,0,0,,N,(X),,N,(X),,N,(X),,N,(X),,10.1,19.6,*,2.9,2.1,,N,0.3,,N,0.6,,N,0,,N,0.2,,29369,29728,c,87.5,76.5,*,0.7,1.3,,3.8,3.2,,0.3,0.6,,N,N,,10.6,20.7,*,Hispanic or Latino,29369,29728,c,Hispanic or Latino,48.8,48,c,N,N,,N,N,,N,N,,N,N,,51.2,52,c,47.9,48.6,*,0.2,0.2,,0.8,1.4,,0.2,0.5,*,0,0,,0,0.4,,2,0.9,*,0.1,0.1,,2,0.8,*,14609,14646,
Sioux City,Iowa,43580,Metro,Sex and Age,168778,Male vs Female Percent,142628,*,49.1,49.4,,50.9,50.6,,Age Distribution,7.3,7.6,*,7.7,6.9,*,7.1,7.7,,7.2,7.3,,6.5,7.1,*,12.1,12.6,*,11.8,12.2,*,13.5,13.9,*,6.9,6.8,,5.8,4.8,*,7.2,6.6,*,4.5,4.6,,2.3,1.9,*,36.7,35.6,*,73.5,73.4,,69.1,69.3,,17.1,15.7,*,14,13.1,*,124086,104636,*,48.8,49.2,*,51.2,50.8,*,23602,18696,*,43.3,43,,56.7,57,,Race,168778,142628,*,97.5,97.8,,Race Distribution,2.5,2.2,,97.5,97.8,,85.6,83.9,*,2.3,2.5,,1.3,2,*,N,(X),,N,(X),,N,(X),,N,(X),,2.2,2.1,,0.1,(X),,0.1,(X),,0.1,(X),,0,(X),,0.2,(X),,1,(X),,0.7,(X),,0.1,0.2,,N,(X),,N,(X),,N,(X),,N,(X),,6,7.2,,2.5,2.2,,0.5,0.7,,0.8,0.6,,0.3,0.2,,0,0.1,,168778,142628,*,87.8,85.7,*,3,3.7,*,2.5,2.8,,2.7,2.5,,0.2,N,,6.6,7.5,,Hispanic or Latino,168778,142628,*,Hispanic or Latino,14.5,15,*,11.2,12.6,*,0.2,0.4,,0.1,0,,3,1.9,*,85.5,85,*,78.1,77,*,2.2,2.3,,1.1,1.7,*,2.1,2.1,,0.1,0.2,,0,0.2,,1.7,1.6,,0.1,0,,1.7,1.6,,68809,58071,*
